Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.50,1.51
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.44,1.01
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.50,1.01
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.51,1.01
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.49,1.51
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.50,0.50
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.50,1.51
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.46,1.01
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.51,1.51
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.53,1.51
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,1.02,2.02
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,1.00,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,1.01,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.99,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.97,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.94,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.98,3.03
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.98,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.99,2.02
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,0.95,2.02
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.23,3.53
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.27,4.04
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.28,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.38,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.32,3.53
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.29,3.53
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.30,2.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.31,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.33,3.03
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,2.27,3.53
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.88,4.04
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.81,5.05
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.82,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.70,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.87,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.98,5.05
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.99,4.04
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,5.05,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,4.86,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,5.09,4.04
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.50,6.06
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.59,5.55
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.40,5.05
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.22,4.04
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.68,4.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.54,6.06
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.71,6.06
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.81,5.05
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.31,6.06
Ca_wave_RyR2CaM_simple_SERCA_SOCE,1.2,6.34,5.55
Ca_wave_RyR2CaM_aging,1.2,0.55,1.51
Ca_wave_RyR2CaM_aging,1.2,0.55,1.51
Ca_wave_RyR2CaM_aging,1.2,0.58,1.01
Ca_wave_RyR2CaM_aging,1.2,0.58,1.51
Ca_wave_RyR2CaM_aging,1.2,0.58,2.02
Ca_wave_RyR2CaM_aging,1.2,0.52,1.51
Ca_wave_RyR2CaM_aging,1.2,0.52,1.01
Ca_wave_RyR2CaM_aging,1.2,0.58,1.51
Ca_wave_RyR2CaM_aging,1.2,0.58,1.01
Ca_wave_RyR2CaM_aging,1.2,0.56,1.51
Ca_wave_RyR2CaM_aging,1.2,1.11,3.53
Ca_wave_RyR2CaM_aging,1.2,1.15,2.52
Ca_wave_RyR2CaM_aging,1.2,1.17,3.03
Ca_wave_RyR2CaM_aging,1.2,1.16,3.03
Ca_wave_RyR2CaM_aging,1.2,1.18,2.02
Ca_wave_RyR2CaM_aging,1.2,1.24,3.03
Ca_wave_RyR2CaM_aging,1.2,1.22,2.02
Ca_wave_RyR2CaM_aging,1.2,1.08,2.52
Ca_wave_RyR2CaM_aging,1.2,1.17,2.52
Ca_wave_RyR2CaM_aging,1.2,1.14,2.52
Ca_wave_RyR2CaM_aging,1.2,2.83,4.54
Ca_wave_RyR2CaM_aging,1.2,2.83,5.05
Ca_wave_RyR2CaM_aging,1.2,2.86,5.05
Ca_wave_RyR2CaM_aging,1.2,2.67,4.04
Ca_wave_RyR2CaM_aging,1.2,2.84,5.05
Ca_wave_RyR2CaM_aging,1.2,2.68,3.53
Ca_wave_RyR2CaM_aging,1.2,2.97,5.05
Ca_wave_RyR2CaM_aging,1.2,2.87,5.05
Ca_wave_RyR2CaM_aging,1.2,2.86,5.05
Ca_wave_RyR2CaM_aging,1.2,2.82,4.04
Ca_wave_RyR2CaM_aging,1.2,6.76,6.56
Ca_wave_RyR2CaM_aging,1.2,6.41,5.55
Ca_wave_RyR2CaM_aging,1.2,6.49,6.56
Ca_wave_RyR2CaM_aging,1.2,6.28,5.55
Ca_wave_RyR2CaM_aging,1.2,6.19,6.06
Ca_wave_RyR2CaM_aging,1.2,6.49,6.06
Ca_wave_RyR2CaM_aging,1.2,6.41,6.06
Ca_wave_RyR2CaM_aging,1.2,6.23,6.06
Ca_wave_RyR2CaM_aging,1.2,6.29,5.55
Ca_wave_RyR2CaM_aging,1.2,6.51,6.06
Ca_wave_RyR2CaM_aging,1.2,8.71,7.07
Ca_wave_RyR2CaM_aging,1.2,8.53,6.56
Ca_wave_RyR2CaM_aging,1.2,8.57,6.56
Ca_wave_RyR2CaM_aging,1.2,8.14,6.06
Ca_wave_RyR2CaM_aging,1.2,8.72,6.56
Ca_wave_RyR2CaM_aging,1.2,8.38,6.56
Ca_wave_RyR2CaM_aging,1.2,8.60,6.56
Ca_wave_RyR2CaM_aging,1.2,8.66,6.56
Ca_wave_RyR2CaM_aging,1.2,8.36,6.56
Ca_wave_RyR2CaM_aging,1.2,8.10,7.07
Ca_wave_normal_SERCA_aging,1.2,0.64,1.51
Ca_wave_normal_SERCA_aging,1.2,0.72,1.51
Ca_wave_normal_SERCA_aging,1.2,0.70,2.02
Ca_wave_normal_SERCA_aging,1.2,0.60,2.52
Ca_wave_normal_SERCA_aging,1.2,0.61,2.02
Ca_wave_normal_SERCA_aging,1.2,0.62,2.02
Ca_wave_normal_SERCA_aging,1.2,0.55,2.02
