Ca_wave_normal_SERCA_aging,1.2,0.64,2.02
Ca_wave_normal_SERCA_aging,1.2,0.59,2.52
Ca_wave_normal_SERCA_aging,1.2,0.58,3.03
Ca_wave_normal_SERCA_aging,1.2,1.24,6.56
Ca_wave_normal_SERCA_aging,1.2,1.27,5.05
Ca_wave_normal_SERCA_aging,1.2,1.20,3.53
Ca_wave_normal_SERCA_aging,1.2,1.29,5.05
Ca_wave_normal_SERCA_aging,1.2,1.18,3.53
Ca_wave_normal_SERCA_aging,1.2,1.46,4.04
Ca_wave_normal_SERCA_aging,1.2,1.16,3.53
Ca_wave_normal_SERCA_aging,1.2,1.38,5.05
Ca_wave_normal_SERCA_aging,1.2,1.37,3.53
Ca_wave_normal_SERCA_aging,1.2,1.37,5.05
Ca_wave_normal_SERCA_aging,1.2,3.36,7.57
Ca_wave_normal_SERCA_aging,1.2,3.26,8.08
Ca_wave_normal_SERCA_aging,1.2,3.27,7.57
Ca_wave_normal_SERCA_aging,1.2,3.35,7.07
Ca_wave_normal_SERCA_aging,1.2,2.99,7.07
Ca_wave_normal_SERCA_aging,1.2,3.41,7.57
Ca_wave_normal_SERCA_aging,1.2,2.98,7.07
Ca_wave_normal_SERCA_aging,1.2,3.29,7.57
Ca_wave_normal_SERCA_aging,1.2,3.17,7.07
Ca_wave_normal_SERCA_aging,1.2,3.37,7.57
Ca_wave_normal_SERCA_aging,1.2,6.89,9.09
Ca_wave_normal_SERCA_aging,1.2,6.98,9.59
Ca_wave_normal_SERCA_aging,1.2,7.12,9.59
Ca_wave_normal_SERCA_aging,1.2,7.18,10.60
Ca_wave_normal_SERCA_aging,1.2,6.78,9.09
Ca_wave_normal_SERCA_aging,1.2,7.28,8.58
Ca_wave_normal_SERCA_aging,1.2,6.55,10.10
Ca_wave_normal_SERCA_aging,1.2,6.85,9.59
Ca_wave_normal_SERCA_aging,1.2,6.93,8.58
Ca_wave_normal_SERCA_aging,1.2,7.07,9.59
Ca_wave_normal_SERCA_aging,1.2,8.98,11.61
Ca_wave_normal_SERCA_aging,1.2,9.44,10.10
Ca_wave_normal_SERCA_aging,1.2,9.19,9.59
Ca_wave_normal_SERCA_aging,1.2,8.96,10.10
Ca_wave_normal_SERCA_aging,1.2,9.01,9.59
Ca_wave_normal_SERCA_aging,1.2,8.77,11.11
Ca_wave_normal_SERCA_aging,1.2,8.70,10.60
Ca_wave_normal_SERCA_aging,1.2,8.76,10.10
Ca_wave_normal_SERCA_aging,1.2,8.98,9.09
Ca_wave_normal_SERCA_aging,1.2,8.79,9.59
