condition,model,x,y
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0175,54.69
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0175,53.38
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0175,57.17
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0175,50.42
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0175,43.58
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,52.42
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,55.15
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,46.63
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,54.92
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,56.03
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,54.12
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,56.58
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,51.71
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,51.37
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0350,55.42
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,63.91
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,67.49
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,61.50
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,68.48
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,61.83
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,64.54
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,64.93
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,65.00
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,62.37
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0700,60.56
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,71.00
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,75.88
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,77.52
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,76.96
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,72.32
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,73.86
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,67.56
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,72.35
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,76.76
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1050,68.04
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,79.22
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,84.37
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,92.20
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,88.48
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,75.78
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,77.55
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,77.79
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,81.74
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,90.55
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2000,81.25
Ca_wave_simple_SERCA_SOCE,1.2,0175,61.83
Ca_wave_simple_SERCA_SOCE,1.2,0175,24.10
Ca_wave_simple_SERCA_SOCE,1.2,0175,98.16
Ca_wave_simple_SERCA_SOCE,1.2,0175,59.42
Ca_wave_simple_SERCA_SOCE,1.2,0175,28.10
Ca_wave_simple_SERCA_SOCE,1.2,0175,67.92
