condition,model,stim,y
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,4.230,67.203
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,4.256,64.717
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,4.500,69.397
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,4.374,68.937
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,4.186,67.358
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,4.333,62.567
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,4.309,61.474
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.587,71.705
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.583,67.359
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.626,69.963
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.724,70.055
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.611,69.840
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.760,71.131
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.778,70.170
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.824,72.248
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.604,70.545
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,6.773,70.609
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.437,52.296
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.422,48.725
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.433,45.296
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.428,43.262
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.434,58.098
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.429,46.971
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.443,44.192
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.432,47.480
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.416,45.239
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.427,50.173
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.958,48.667
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.986,55.096
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.996,53.598
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.993,48.928
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.957,56.099
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.985,55.192
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.941,53.852
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.933,46.612
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.969,57.697
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,0.989,52.391
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.594,63.812
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.639,64.373
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.661,61.285
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.598,64.029
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.599,60.120
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.576,57.518
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.595,61.193
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.617,63.770
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.696,67.034
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,2.609,66.709
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.920,77.092
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.930,73.003
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.927,72.645
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.925,73.555
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.906,72.587
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.960,66.345
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.988,72.580
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.809,69.221
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.866,69.435
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,4.899,71.346
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.655,80.026
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.868,77.831
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.965,79.286
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.715,72.362
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.894,72.736
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.726,80.021
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.828,77.128
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.899,78.797
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.843,77.896
Ca_wave_no_RyR_simple_SERCA_SOCE,6.0,7.854,76.231
